District (Kecamatan),Regency (Kabupaten/Kota),Province
MPUNDA,BIMA,NUSA TENGGARA BARAT
RASANAE TIMUR,BIMA,NUSA TENGGARA BARAT
RABA,BIMA,NUSA TENGGARA BARAT
ASAKOTA,BIMA,NUSA TENGGARA BARAT
LAMBOYA,SUMBA BARAT,NUSA TENGGARA TIMUR
WANOKAKA,SUMBA BARAT,NUSA TENGGARA TIMUR
LABOYA BARAT,SUMBA BARAT,NUSA TENGGARA TIMUR
LOLI,SUMBA BARAT,NUSA TENGGARA TIMUR
KOTA WAIKABUBAK,SUMBA BARAT,NUSA TENGGARA TIMUR
TANA RIGHU,SUMBA BARAT,NUSA TENGGARA TIMUR
LEWA,SUMBA TIMUR,NUSA TENGGARA TIMUR
NGGAHA ORIANGU,SUMBA TIMUR,NUSA TENGGARA TIMUR
LEWA TIDAHU,SUMBA TIMUR,NUSA TENGGARA TIMUR
KATALA HAMU LINGU,SUMBA TIMUR,NUSA TENGGARA TIMUR
TABUNDUNG,SUMBA TIMUR,NUSA TENGGARA TIMUR
PINUPAHAR,SUMBA TIMUR,NUSA TENGGARA TIMUR
PABERIWAI,SUMBA TIMUR,NUSA TENGGARA TIMUR
KARERA,SUMBA TIMUR,NUSA TENGGARA TIMUR
MATAWAI LA PAWU,SUMBA TIMUR,NUSA TENGGARA TIMUR
KAHAUNGU ETI,SUMBA TIMUR,NUSA TENGGARA TIMUR
MAHU,SUMBA TIMUR,NUSA TENGGARA TIMUR
NGADU NGALA,SUMBA TIMUR,NUSA TENGGARA TIMUR
PAHUNGA LODU,SUMBA TIMUR,NUSA TENGGARA TIMUR
WULA WAIJELU,SUMBA TIMUR,NUSA TENGGARA TIMUR
RINDI,SUMBA TIMUR,NUSA TENGGARA TIMUR
UMALULU,SUMBA TIMUR,NUSA TENGGARA TIMUR
PANDAWAI,SUMBA TIMUR,NUSA TENGGARA TIMUR
KAMBATA MAPAMBUHANG,SUMBA TIMUR,NUSA TENGGARA TIMUR
KOTA WAINGAPU,SUMBA TIMUR,NUSA TENGGARA TIMUR
KAMBERA,SUMBA TIMUR,NUSA TENGGARA TIMUR
HAHARU,SUMBA TIMUR,NUSA TENGGARA TIMUR
KANATANG,SUMBA TIMUR,NUSA TENGGARA TIMUR
SEMAU,KUPANG,NUSA TENGGARA TIMUR
SEMAU SELATAN,KUPANG,NUSA TENGGARA TIMUR
KUPANG BARAT,KUPANG,NUSA TENGGARA TIMUR
NEKAMESE,KUPANG,NUSA TENGGARA TIMUR
KUPANG TENGAH,KUPANG,NUSA TENGGARA TIMUR
TAEBENU,KUPANG,NUSA TENGGARA TIMUR
AMARASI,KUPANG,NUSA TENGGARA TIMUR
AMARASI BARAT,KUPANG,NUSA TENGGARA TIMUR
AMARASI SELATAN,KUPANG,NUSA TENGGARA TIMUR
AMARASI TIMUR,KUPANG,NUSA TENGGARA TIMUR
KUPANG TIMUR,KUPANG,NUSA TENGGARA TIMUR
AMABI OEFETO TIMUR,KUPANG,NUSA TENGGARA TIMUR
AMABI OEFETO,KUPANG,NUSA TENGGARA TIMUR
SULAMU,KUPANG,NUSA TENGGARA TIMUR
FATULEU,KUPANG,NUSA TENGGARA TIMUR
FATULEU TENGAH,KUPANG,NUSA TENGGARA TIMUR
FATULEU BARAT,KUPANG,NUSA TENGGARA TIMUR
TAKARI,KUPANG,NUSA TENGGARA TIMUR
AMFOANG SELATAN,KUPANG,NUSA TENGGARA TIMUR
AMFOANG BARAT DAYA,KUPANG,NUSA TENGGARA TIMUR
AMFOANG TENGAH,KUPANG,NUSA TENGGARA TIMUR
AMFOANG UTARA,KUPANG,NUSA TENGGARA TIMUR
AMFOANG BARAT LAUT,KUPANG,NUSA TENGGARA TIMUR
AMFOANG TIMUR,KUPANG,NUSA TENGGARA TIMUR
MOLLO UTARA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
FATUMNASI,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
TOBU,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
NUNBENA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
MOLLO SELATAN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
POLEN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
MOLLO BARAT,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
MOLLO TENGAH,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KOTA SOE,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANUBAN BARAT,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
BATU PUTIH,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KUATNANA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANUBAN SELATAN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
NOEBEBA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KUAN FATU,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KUALIN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANUBAN TENGAH,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KOLBANO,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
OENINO,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANUBAN TIMUR,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
FAUTMOLO,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
FATUKOPA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KIE,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KOT'OLIN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANATUN SELATAN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
BOKING,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
NUNKOLO,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
NOEBANA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
SANTIAN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
AMANATUN UTARA,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
TOIANAS,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
KOKBAUN,TIMOR TENGAH SELATAN,NUSA TENGGARA TIMUR
MIOMAFFO BARAT,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
MIOMAFFO TENGAH,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
MUSI,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
MUTIS,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
MIOMAFFO TIMUR,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
NOEMUTI,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIKOMI SELATAN,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIKOMI TENGAH,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIKOMI NILULAT,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIKOMI UTARA,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
NAIBENU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
NOEMUTI TIMUR,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
KOTA KEFAMENANU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
INSANA,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
INSANA UTARA,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
INSANA BARAT,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
INSANA TENGAH,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
INSANA FAFINESU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI SELATAN,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI TANPAH,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI MOENLEU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI UTARA,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI ANLEU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
BIBOKI FEOTLEU,TIMOR TENGAH UTARA,NUSA TENGGARA TIMUR
RAI MANUK,BELU,NUSA TENGGARA TIMUR
TASIFETO BARAT,BELU,NUSA TENGGARA TIMUR
KAKULUK MESAK,BELU,NUSA TENGGARA TIMUR
NANAET DUBESI,BELU,NUSA TENGGARA TIMUR
ATAMBUA,BELU,NUSA TENGGARA TIMUR
ATAMBUA BARAT,BELU,NUSA TENGGARA TIMUR
ATAMBUA SELATAN,BELU,NUSA TENGGARA TIMUR
TASIFETO TIMUR,BELU,NUSA TENGGARA TIMUR
RAIHAT,BELU,NUSA TENGGARA TIMUR
LASIOLAT,BELU,NUSA TENGGARA TIMUR
LAMAKNEN,BELU,NUSA TENGGARA TIMUR
LAMAKNEN SELATAN,BELU,NUSA TENGGARA TIMUR
PANTAR,ALOR,NUSA TENGGARA TIMUR
PANTAR BARAT,ALOR,NUSA TENGGARA TIMUR
PANTAR TIMUR,ALOR,NUSA TENGGARA TIMUR
PANTAR BARAT LAUT,ALOR,NUSA TENGGARA TIMUR
PANTAR TENGAH,ALOR,NUSA TENGGARA TIMUR
ALOR BARAT DAYA,ALOR,NUSA TENGGARA TIMUR
MATARU,ALOR,NUSA TENGGARA TIMUR
ALOR SELATAN,ALOR,NUSA TENGGARA TIMUR
ALOR TIMUR,ALOR,NUSA TENGGARA TIMUR
ALOR TIMUR LAUT,ALOR,NUSA TENGGARA TIMUR
PUREMAN,ALOR,NUSA TENGGARA TIMUR
TELUK MUTIARA,ALOR,NUSA TENGGARA TIMUR
KABOLA,ALOR,NUSA TENGGARA TIMUR
ALOR BARAT LAUT,ALOR,NUSA TENGGARA TIMUR
ALOR TENGAH UTARA,ALOR,NUSA TENGGARA TIMUR
PULAU PURA,ALOR,NUSA TENGGARA TIMUR
LEMBUR,ALOR,NUSA TENGGARA TIMUR
NAGAWUTUNG,LEMBATA,NUSA TENGGARA TIMUR
WULANDONI,LEMBATA,NUSA TENGGARA TIMUR
ATADEI,LEMBATA,NUSA TENGGARA TIMUR
ILE APE,LEMBATA,NUSA TENGGARA TIMUR
ILE APE TIMUR,LEMBATA,NUSA TENGGARA TIMUR
LEBATUKAN,LEMBATA,NUSA TENGGARA TIMUR
NUBATUKAN,LEMBATA,NUSA TENGGARA TIMUR
OMESURI,LEMBATA,NUSA TENGGARA TIMUR
BUYASARI,LEMBATA,NUSA TENGGARA TIMUR
WULANGGITANG,FLORES TIMUR,NUSA TENGGARA TIMUR
TITEHENA,FLORES TIMUR,NUSA TENGGARA TIMUR
ILEBURA,FLORES TIMUR,NUSA TENGGARA TIMUR
TANJUNG BUNGA,FLORES TIMUR,NUSA TENGGARA TIMUR
LEWO LEMA,FLORES TIMUR,NUSA TENGGARA TIMUR
LARANTUKA,FLORES TIMUR,NUSA TENGGARA TIMUR
ILE MANDIRI,FLORES TIMUR,NUSA TENGGARA TIMUR
DEMON PAGONG,FLORES TIMUR,NUSA TENGGARA TIMUR
SOLOR BARAT,FLORES TIMUR,NUSA TENGGARA TIMUR
SOLOR SELATAN,FLORES TIMUR,NUSA TENGGARA TIMUR
SOLOR TIMUR,FLORES TIMUR,NUSA TENGGARA TIMUR
ADONARA BARAT,FLORES TIMUR,NUSA TENGGARA TIMUR
WOTAN ULU MADO,FLORES TIMUR,NUSA TENGGARA TIMUR
ADONARA TENGAH,FLORES TIMUR,NUSA TENGGARA TIMUR
ADONARA TIMUR,FLORES TIMUR,NUSA TENGGARA TIMUR
ILE BOLENG,FLORES TIMUR,NUSA TENGGARA TIMUR
WITIHAMA,FLORES TIMUR,NUSA TENGGARA TIMUR
KELUBAGOLIT,FLORES TIMUR,NUSA TENGGARA TIMUR
ADONARA,FLORES TIMUR,NUSA TENGGARA TIMUR
PAGA,SIKKA,NUSA TENGGARA TIMUR
MEGO,SIKKA,NUSA TENGGARA TIMUR
TANA WAWO,SIKKA,NUSA TENGGARA TIMUR
LELA,SIKKA,NUSA TENGGARA TIMUR
BOLA,SIKKA,NUSA TENGGARA TIMUR
DORENG,SIKKA,NUSA TENGGARA TIMUR
MAPITARA,SIKKA,NUSA TENGGARA TIMUR
TALIBURA,SIKKA,NUSA TENGGARA TIMUR
WAIGETE,SIKKA,NUSA TENGGARA TIMUR
WAIBLAMA,SIKKA,NUSA TENGGARA TIMUR
KEWAPANTE,SIKKA,NUSA TENGGARA TIMUR
HEWOKLOANG,SIKKA,NUSA TENGGARA TIMUR
KANGAE,SIKKA,NUSA TENGGARA TIMUR
PALUE,SIKKA,NUSA TENGGARA TIMUR
KOTING,SIKKA,NUSA TENGGARA TIMUR
NELLE,SIKKA,NUSA TENGGARA TIMUR
NITA,SIKKA,NUSA TENGGARA TIMUR
MAGEPANDA,SIKKA,NUSA TENGGARA TIMUR
ALOK,SIKKA,NUSA TENGGARA TIMUR
ALOK BARAT,SIKKA,NUSA TENGGARA TIMUR
ALOK TIMUR,SIKKA,NUSA TENGGARA TIMUR
NANGAPANDA,ENDE,NUSA TENGGARA TIMUR
PULAU ENDE,ENDE,NUSA TENGGARA TIMUR
MAUKARO,ENDE,NUSA TENGGARA TIMUR
ENDE,ENDE,NUSA TENGGARA TIMUR
ENDE SELATAN,ENDE,NUSA TENGGARA TIMUR
ENDE TIMUR,ENDE,NUSA TENGGARA TIMUR
ENDE TENGAH,ENDE,NUSA TENGGARA TIMUR
ENDE UTARA,ENDE,NUSA TENGGARA TIMUR
NDONA,ENDE,NUSA TENGGARA TIMUR
NDONA TIMUR,ENDE,NUSA TENGGARA TIMUR
WOLOWARU,ENDE,NUSA TENGGARA TIMUR
WOLOJITA,ENDE,NUSA TENGGARA TIMUR
LIO TIMUR,ENDE,NUSA TENGGARA TIMUR
KELIMUTU,ENDE,NUSA TENGGARA TIMUR
NDORI,ENDE,NUSA TENGGARA TIMUR
MAUROLE,ENDE,NUSA TENGGARA TIMUR
KOTABARU,ENDE,NUSA TENGGARA TIMUR
DETUKELI,ENDE,NUSA TENGGARA TIMUR
LEPEMBUSU KELISOKE,ENDE,NUSA TENGGARA TIMUR
DETUSOKO,ENDE,NUSA TENGGARA TIMUR
WEWARIA,ENDE,NUSA TENGGARA TIMUR
AIMERE,NGADA,NUSA TENGGARA TIMUR
JEREBUU,NGADA,NUSA TENGGARA TIMUR
INERIE,NGADA,NUSA TENGGARA TIMUR
BAJAWA,NGADA,NUSA TENGGARA TIMUR
GOLEWA,NGADA,NUSA TENGGARA TIMUR
GOLEWA SELATAN,NGADA,NUSA TENGGARA TIMUR
GOLEWA BARAT,NGADA,NUSA TENGGARA TIMUR
BAJAWA UTARA,NGADA,NUSA TENGGARA TIMUR
SOA,NGADA,NUSA TENGGARA TIMUR
RIUNG,NGADA,NUSA TENGGARA TIMUR
RIUNG BARAT,NGADA,NUSA TENGGARA TIMUR
WOLOMEZE,NGADA,NUSA TENGGARA TIMUR
SATAR MESE,MANGGARAI,NUSA TENGGARA TIMUR
SATAR MESE BARAT,MANGGARAI,NUSA TENGGARA TIMUR
SATAR MESE UTARA,MANGGARAI,NUSA TENGGARA TIMUR
LANGKE REMBONG,MANGGARAI,NUSA TENGGARA TIMUR
RUTENG,MANGGARAI,NUSA TENGGARA TIMUR
WAE RII,MANGGARAI,NUSA TENGGARA TIMUR
LELAK,MANGGARAI,NUSA TENGGARA TIMUR
RAHONG UTARA,MANGGARAI,NUSA TENGGARA TIMUR
CIBAL,MANGGARAI,NUSA TENGGARA TIMUR
CIBAL BARAT,MANGGARAI,NUSA TENGGARA TIMUR
REOK,MANGGARAI,NUSA TENGGARA TIMUR
REOK BARAT,MANGGARAI,NUSA TENGGARA TIMUR
ROTE BARAT DAYA,ROTE NDAO,NUSA TENGGARA TIMUR
ROTE BARAT LAUT,ROTE NDAO,NUSA TENGGARA TIMUR
LOBALAIN,ROTE NDAO,NUSA TENGGARA TIMUR
ROTE TENGAH,ROTE NDAO,NUSA TENGGARA TIMUR
ROTE SELATAN,ROTE NDAO,NUSA TENGGARA TIMUR
PANTAI BARU,ROTE NDAO,NUSA TENGGARA TIMUR
ROTE TIMUR,ROTE NDAO,NUSA TENGGARA TIMUR
LANDU LEKO,ROTE NDAO,NUSA TENGGARA TIMUR
ROTE BARAT,ROTE NDAO,NUSA TENGGARA TIMUR
NDAO NUSE,ROTE NDAO,NUSA TENGGARA TIMUR
KOMODO,MANGGARAI BARAT,NUSA TENGGARA TIMUR
BOLENG,MANGGARAI BARAT,NUSA TENGGARA TIMUR
SANO NGGOANG,MANGGARAI BARAT,NUSA TENGGARA TIMUR
MBELILING,MANGGARAI BARAT,NUSA TENGGARA TIMUR
LEMBOR,MANGGARAI BARAT,NUSA TENGGARA TIMUR
WELAK,MANGGARAI BARAT,NUSA TENGGARA TIMUR
LEMBOR SELATAN,MANGGARAI BARAT,NUSA TENGGARA TIMUR
KUWUS,MANGGARAI BARAT,NUSA TENGGARA TIMUR
NDOSO,MANGGARAI BARAT,NUSA TENGGARA TIMUR
MACANG PACAR,MANGGARAI BARAT,NUSA TENGGARA TIMUR
KATIKUTANA,SUMBA TENGAH,NUSA TENGGARA TIMUR
KATIKUTANA SELATAN,SUMBA TENGAH,NUSA TENGGARA TIMUR
UMBU RATU NGGAY BARAT,SUMBA TENGAH,NUSA TENGGARA TIMUR
UMBU RATU NGGAY,SUMBA TENGAH,NUSA TENGGARA TIMUR
MAMBORO,SUMBA TENGAH,NUSA TENGGARA TIMUR
KODI BANGEDO,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
KODI BALAGHAR,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
KODI,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
KODI UTARA,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
WEWEWA SELATAN,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
WEWEWA BARAT,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
WEWEWA TIMUR,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
WEWEWA TENGAH,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
WEWEWA UTARA,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
LOURA,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
KOTA TAMBOLAKA,SUMBA BARAT DAYA,NUSA TENGGARA TIMUR
MAUPONGGO,NAGEKEO,NUSA TENGGARA TIMUR
KEO TENGAH,NAGEKEO,NUSA TENGGARA TIMUR
NANGARORO,NAGEKEO,NUSA TENGGARA TIMUR
BOAWAE,NAGEKEO,NUSA TENGGARA TIMUR
AESESA SELATAN,NAGEKEO,NUSA TENGGARA TIMUR
AESESA,NAGEKEO,NUSA TENGGARA TIMUR
WOLOWAE,NAGEKEO,NUSA TENGGARA TIMUR
BORONG,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
RANA MESE,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
KOTA KOMBA,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
ELAR,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
ELAR SELATAN,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
SAMBI RAMPAS,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
POCO RANAKA,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
POCO RANAKA TIMUR,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
LAMBA LEDA,MANGGARAI TIMUR,NUSA TENGGARA TIMUR
RAIJUA,SABU RAIJUA,NUSA TENGGARA TIMUR
HAWU MEHARA,SABU RAIJUA,NUSA TENGGARA TIMUR
SABU LIAE,SABU RAIJUA,NUSA TENGGARA TIMUR
SABU BARAT,SABU RAIJUA,NUSA TENGGARA TIMUR
SABU TENGAH,SABU RAIJUA,NUSA TENGGARA TIMUR
SABU TIMUR,SABU RAIJUA,NUSA TENGGARA TIMUR
WEWIKU,MALAKA,NUSA TENGGARA TIMUR
MALAKA BARAT,MALAKA,NUSA TENGGARA TIMUR
WELIMAN,MALAKA,NUSA TENGGARA TIMUR
RINHAT,MALAKA,NUSA TENGGARA TIMUR
IO KUFEU,MALAKA,NUSA TENGGARA TIMUR
SASITA MEAN,MALAKA,NUSA TENGGARA TIMUR
MALAKA TENGAH,MALAKA,NUSA TENGGARA TIMUR
BOTIN LEOBELE,MALAKA,NUSA TENGGARA TIMUR
LAEN MANEN,MALAKA,NUSA TENGGARA TIMUR
MALAKA TIMUR,MALAKA,NUSA TENGGARA TIMUR
KOBALIMA,MALAKA,NUSA TENGGARA TIMUR
KOBALIMA TIMUR,MALAKA,NUSA TENGGARA TIMUR
ALAK,KUPANG,NUSA TENGGARA TIMUR
MAULAFA,KUPANG,NUSA TENGGARA TIMUR
OEBOBO,KUPANG,NUSA TENGGARA TIMUR
KOTA RAJA,KUPANG,NUSA TENGGARA TIMUR
KELAPA LIMA,KUPANG,NUSA TENGGARA TIMUR
KOTA LAMA,KUPANG,NUSA TENGGARA TIMUR
SELAKAU,SAMBAS,KALIMANTAN BARAT
SELAKAU TIMUR,SAMBAS,KALIMANTAN BARAT
PEMANGKAT,SAMBAS,KALIMANTAN BARAT
SEMPARUK,SAMBAS,KALIMANTAN BARAT
SALATIGA,SAMBAS,KALIMANTAN BARAT
TEBAS,SAMBAS,KALIMANTAN BARAT
TEKARANG,SAMBAS,KALIMANTAN BARAT
SAMBAS,SAMBAS,KALIMANTAN BARAT
SUBAH,SAMBAS,KALIMANTAN BARAT
SEBAWI,SAMBAS,KALIMANTAN BARAT
SAJAD,SAMBAS,KALIMANTAN BARAT
JAWAI,SAMBAS,KALIMANTAN BARAT
JAWAI SELATAN,SAMBAS,KALIMANTAN BARAT
TELUK KERAMAT,SAMBAS,KALIMANTAN BARAT
GALING,SAMBAS,KALIMANTAN BARAT
TANGARAN,SAMBAS,KALIMANTAN BARAT
SEJANGKUNG,SAMBAS,KALIMANTAN BARAT
SAJINGAN BESAR,SAMBAS,KALIMANTAN BARAT
PALOH,SAMBAS,KALIMANTAN BARAT
SUNGAI RAYA,BENGKAYANG,KALIMANTAN BARAT
CAPKALA,BENGKAYANG,KALIMANTAN BARAT
SUNGAI RAYA KEPULAUAN,BENGKAYANG,KALIMANTAN BARAT
SAMALANTAN,BENGKAYANG,KALIMANTAN BARAT
MONTERADO,BENGKAYANG,KALIMANTAN BARAT
LEMBAH BAWANG,BENGKAYANG,KALIMANTAN BARAT
BENGKAYANG,BENGKAYANG,KALIMANTAN BARAT
TERIAK,BENGKAYANG,KALIMANTAN BARAT
SUNGAI BETUNG,BENGKAYANG,KALIMANTAN BARAT
LEDO,BENGKAYANG,KALIMANTAN BARAT
SUTI SEMARANG,BENGKAYANG,KALIMANTAN BARAT
LUMAR,BENGKAYANG,KALIMANTAN BARAT
SANGGAU LEDO,BENGKAYANG,KALIMANTAN BARAT
TUJUHBELAS,BENGKAYANG,KALIMANTAN BARAT
SELUAS,BENGKAYANG,KALIMANTAN BARAT
JAGOI BABANG,BENGKAYANG,KALIMANTAN BARAT
SIDING,BENGKAYANG,KALIMANTAN BARAT
SEBANGKI,LANDAK,KALIMANTAN BARAT
NGABANG,LANDAK,KALIMANTAN BARAT
JELIMPO,LANDAK,KALIMANTAN BARAT
SENGAH TEMILA,LANDAK,KALIMANTAN BARAT
MANDOR,LANDAK,KALIMANTAN BARAT
MENJALIN,LANDAK,KALIMANTAN BARAT
MEMPAWAH HULU,LANDAK,KALIMANTAN BARAT
SOMPAK,LANDAK,KALIMANTAN BARAT
MENYUKE,LANDAK,KALIMANTAN BARAT
BANYUKE HULU,LANDAK,KALIMANTAN BARAT
MERANTI,LANDAK,KALIMANTAN BARAT
KUALA BEHE,LANDAK,KALIMANTAN BARAT
AIR BESAR,LANDAK,KALIMANTAN BARAT
SIANTAN,MEMPAWAH,KALIMANTAN BARAT
SEGEDONG,MEMPAWAH,KALIMANTAN BARAT
SUNGAI PINYUH,MEMPAWAH,KALIMANTAN BARAT
ANJONGAN,MEMPAWAH,KALIMANTAN BARAT
MEMPAWAH HILIR,MEMPAWAH,KALIMANTAN BARAT
MEMPAWAH TIMUR,MEMPAWAH,KALIMANTAN BARAT
SUNGAI KUNYIT,MEMPAWAH,KALIMANTAN BARAT
TOHO,MEMPAWAH,KALIMANTAN BARAT
SADANIANG,MEMPAWAH,KALIMANTAN BARAT
TOBA,SANGGAU,KALIMANTAN BARAT
MELIAU,SANGGAU,KALIMANTAN BARAT
KAPUAS,SANGGAU,KALIMANTAN BARAT
MUKOK,SANGGAU,KALIMANTAN BARAT
JANGKANG,SANGGAU,KALIMANTAN BARAT
BONTI,SANGGAU,KALIMANTAN BARAT
PARINDU,SANGGAU,KALIMANTAN BARAT
TAYAN HILIR,SANGGAU,KALIMANTAN BARAT
BALAI,SANGGAU,KALIMANTAN BARAT
TAYAN HULU,SANGGAU,KALIMANTAN BARAT
KEMBAYAN,SANGGAU,KALIMANTAN BARAT
BEDUWAI,SANGGAU,KALIMANTAN BARAT
NOYAN,SANGGAU,KALIMANTAN BARAT
SEKAYAM,SANGGAU,KALIMANTAN BARAT
ENTIKONG,SANGGAU,KALIMANTAN BARAT
KENDAWANGAN,KETAPANG,KALIMANTAN BARAT
MANIS MATA,KETAPANG,KALIMANTAN BARAT
MARAU,KETAPANG,KALIMANTAN BARAT
SINGKUP,KETAPANG,KALIMANTAN BARAT
AIR UPAS,KETAPANG,KALIMANTAN BARAT
JELAI HULU,KETAPANG,KALIMANTAN BARAT
TUMBANG TITI,KETAPANG,KALIMANTAN BARAT
PEMAHAN,KETAPANG,KALIMANTAN BARAT
SUNGAI MELAYU RAYAK,KETAPANG,KALIMANTAN BARAT
MATAN HILIR SELATAN,KETAPANG,KALIMANTAN BARAT
BENUA KAYONG,KETAPANG,KALIMANTAN BARAT
MATAN HILIR UTARA,KETAPANG,KALIMANTAN BARAT
DELTA PAWAN,KETAPANG,KALIMANTAN BARAT
MUARA PAWAN,KETAPANG,KALIMANTAN BARAT
NANGA TAYAP,KETAPANG,KALIMANTAN BARAT
SANDAI,KETAPANG,KALIMANTAN BARAT
HULU SUNGAI,KETAPANG,KALIMANTAN BARAT
SUNGAI LAUR,KETAPANG,KALIMANTAN BARAT
SIMPANG HULU,KETAPANG,KALIMANTAN BARAT
SIMPANG DUA,KETAPANG,KALIMANTAN BARAT
SERAWAI,SINTANG,KALIMANTAN BARAT
AMBALAU,SINTANG,KALIMANTAN BARAT
KAYAN HULU,SINTANG,KALIMANTAN BARAT
SEPAUK,SINTANG,KALIMANTAN BARAT
TEMPUNAK,SINTANG,KALIMANTAN BARAT
SUNGAI TEBELIAN,SINTANG,KALIMANTAN BARAT
SINTANG,SINTANG,KALIMANTAN BARAT
DEDAI,SINTANG,KALIMANTAN BARAT
KAYAN HILIR,SINTANG,KALIMANTAN BARAT
KELAM PERMAI,SINTANG,KALIMANTAN BARAT
BINJAI HULU,SINTANG,KALIMANTAN BARAT
KETUNGAU HILIR,SINTANG,KALIMANTAN BARAT
KETUNGAU TENGAH,SINTANG,KALIMANTAN BARAT
KETUNGAU HULU,SINTANG,KALIMANTAN BARAT
SILAT HILIR,KAPUAS HULU,KALIMANTAN BARAT
SILAT HULU,KAPUAS HULU,KALIMANTAN BARAT
HULU GURUNG,KAPUAS HULU,KALIMANTAN BARAT
BUNUT HULU,KAPUAS HULU,KALIMANTAN BARAT
MENTEBAH,KAPUAS HULU,KALIMANTAN BARAT
BIKA,KAPUAS HULU,KALIMANTAN BARAT
KALIS,KAPUAS HULU,KALIMANTAN BARAT
